,word_id,token,NER_annotation_edg,nested_annotation_edg,NER_annotation_MF,nested_annotation_MF,notes_mf,notes_mf.1,NER_annotation,NER_nested_annotation,IAA_NER,IAA_NER_nested,Notes_IAA_edg,Unnamed: 13,Unnamed: 14,in_training
986,100579968,,,,,,,,,,match,match,,,,False
987,100579969,ῥίψας,,,,,,,,,match,match,,,,False
988,100579970,ἀπ’,,,,,,,,,match,match,,,,False
989,100579971,ὤμων,,,,,,,,,match,match,,,,False
990,100579972,εὐπρεπῆ,,,,,,,,,match,match,,,,False
991,100579973,πορπάματα,,,,,,,,,match,match,,,,False
992,100579974,,,,,,,,,,match,match,,,,False
993,100579975,Πυλάδην,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
994,100579976,μὲν,,,,,,,,,match,match,,,,False
995,100579977,εἵλετ’,,,,,,,,,match,match,,,,False
996,100579978,ἐν,,,,,,,,,match,match,,,,False
997,100579979,πόνοις,,,,,,,,,match,match,,,,False
998,100579980,ὑπηρέτην,,,,,,,,,match,match,,,,False
999,100579981,,,,,,,,,,match,match,,,,False
1000,100579982,δμῶας,,,,,,,,,match,match,,,,False
1001,100579983,δ’,,,,,,,,,match,match,,,,False
1002,100579984,ἀπωθεῖ,,,,,,,,,match,match,,,,False
1003,100579985,·,,,,,,,,,match,match,,,,False
1004,nan,,,,,,,,,,match,match,,,,False
1005,101742468,εὖ,,,,,,,,,match,match,,,,False
1006,101742469,μέντοι,,,,,,,,,match,match,,,,False
1007,101742470,ἴσθι,,,,,,,,,match,match,,,,False
1008,101742471,,,,,,,,,,match,match,,,,False
1009,101742472,ὦ,,,,,,,,,match,match,,,,False
1010,101742473,Σώκρατες,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1011,101742474,,,,,,,,,,match,match,,,,False
1012,101742475,ὅτι,,,,,,,,,match,match,,,,False
1013,101742476,οὐ,,,,,,,,,match,match,,,,False
1014,101742477,-δὲ,,,,,,,,,match,match,,,,False
1015,101742478,νυνὶ,,,,,,,,,match,match,,,,False
1016,101742479,ἀσκέπτως,,,,,,,,,match,match,,,,False
1017,101742480,ἔχω,,,,,,,,,match,match,,,,False
1018,101742481,,,,,,,,,,match,match,,,,False
1019,101742482,ἀλλά,,,,,,,,,match,match,,,,False
1020,101742483,μοι,,,,,,,,,match,match,,,,False
1021,101742484,σκοπουμένῳ,,,,,,,,,match,match,,,,False
1022,101742485,καὶ,,,,,,,,,match,match,,,,False
1023,101742486,πράγματα,,,,,,,,,match,match,,,,False
1024,101742487,ἔχοντι,,,,,,,,,match,match,,,,False
1025,101742488,πολὺ,,,,,,,,,match,match,,,,False
1026,101742489,μᾶλλον,,,,,,,,,match,match,,,,False
1027,101742490,ἐκείνως,,,,,,,,,match,match,,,,False
1028,101742491,φαίνεται,,,,,,,,,match,match,,,,False
1029,101742492,ἔχειν,,,,,,,,,match,match,,,,False
1030,101742493,ὡς,,,,,,,,,match,match,,,,False
1031,101742494,Ἡράκλειτος,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1032,101742495,λέγει,,,,,,,,,match,match,,,,False
1033,101742496,.,,,,,,,,,match,match,,,,False
1034,nan,,,,,,,,,,match,match,,,,False
1035,105328804,τοιούτων,,,,,,,,,match,match,,,,False
1036,105328805,δὲ,,,,,,,,,match,match,,,,False
1037,105328806,τῶν,,,,,,,,,match,match,,,,False
1038,105328807,ὅρκων,,,,,,,,,match,match,,,,False
1039,105328808,γινομένων,,,,,,,,,match,match,,,,False
1040,105328809,φασὶ,,,,,,,,,match,match,,,,False
1041,105328810,τοὺς,,,,,,,,,match,match,,,,False
1042,105328811,Λοκροὺς,B-GRP,,B-GRP,,,,B-GRP,,match,match,,,,False
1043,105328812,εἰς,,,,,,,,,match,match,,,,False
1044,105328813,μὲν,,,,,,,,,match,match,,,,False
1045,105328814,τὰ,,,,,,,,,match,match,,,,False
1046,105328815,πέλματα,,,,,,,,,match,match,,,,False
1047,105328816,τῶν,,,,,,,,,match,match,,,,False
1048,105328817,ὑποδημάτων,,,,,,,,,match,match,,,,False
1049,105328818,ἐμβαλόντας,,,,,,,,,match,match,,,,False
1050,105328819,γῆν,,,,,,,,,match,match,,,,False
1051,105328820,,,,,,,,,,match,match,,,,False
1052,105328821,ἐπὶ,,,,,,,,,match,match,,,,False
1053,105328822,δὲ,,,,,,,,,match,match,,,,False
1054,105328823,τοὺς,,,,,,,,,match,match,,,,False
1055,105328824,ὤμους,,,,,,,,,match,match,,,,False
1056,105328825,σκόρδων,,,,,,,,,match,match,,,,False
1057,105328826,κεφαλὰς,,,,,,,,,match,match,,,,False
1058,105328827,ἀφανεῖς,,,,,,,,,match,match,,,,False
1059,105328828,ὑποθεμένους,,,,,,,,,match,match,,,,False
1060,105328829,οὕτως,,,,,,,,,match,match,,,,False
1061,105328830,ποιήσασθαι,,,,,,,,,match,match,,,,False
1062,105328831,τοὺς,,,,,,,,,match,match,,,,False
1063,105328832,ὅρκους,,,,,,,,,match,match,,,,False
1064,105328833,,,,,,,,,,match,match,,,,False
1065,105328834,κα-,,,,,,,,,match,match,,,,False
1066,105328835,κἄπειτα,,,,,,,,,match,match,,,,False
1067,105328836,τὴν,,,,,,,,,match,match,,,,False
1068,105328837,μὲν,,,,,,,,,match,match,,,,False
1069,105328838,γῆν,,,,,,,,,match,match,,,,False
1070,105328839,ἐκβαλόντας,,,,,,,,,match,match,,,,False
1071,105328840,ἐκ,,,,,,,,,match,match,,,,False
1072,105328841,τῶν,,,,,,,,,match,match,,,,False
1073,105328842,ὑποδημάτων,,,,,,,,,match,match,,,,False
1074,105328843,,,,,,,,,,match,match,,,,False
1075,105328844,τὰς,,,,,,,,,match,match,,,,False
1076,105328845,δὲ,,,,,,,,,match,match,,,,False
1077,105328846,κεφαλὰς,,,,,,,,,match,match,,,,False
1078,105328847,τῶν,,,,,,,,,match,match,,,,False
1079,105328848,σκόρδων,,,,,,,,,match,match,,,,False
1080,105328849,ἀπορρίψαντας,,,,,,,,,match,match,,,,False
1081,105328850,μετ’,,,,,,,,,match,match,,,,False
1082,105328851,οὐ,,,,,,,,,match,match,,,,False
1083,105328852,πολὺ,,,,,,,,,match,match,,,,False
1084,105328853,καιροῦ,,,,,,,,,match,match,,,,False
1085,105328854,παραπεσόντος,,,,,,,,,match,match,,,,False
1086,105328855,ἐκβαλεῖν,,,,,,,,,match,match,,,,False
1087,105328856,τοὺς,,,,,,,,,match,match,,,,False
1088,105328857,Σικελοὺς,B-GRP,,B-GRP,,,,B-GRP,,match,match,,,,False
1089,105328858,ἐκ,,,,,,,,,match,match,,,,False
1090,105328859,τῆς,,,,,,,,,match,match,,,,False
1091,105328860,χώρας,,,,,,,,,match,match,,,,False
1092,105328861,.,,,,,,,,,match,match,,,,False
1093,nan,,,,,,,,,,match,match,,,,False
1094,117268482,καὶ,,,,,,,,,match,match,,,,False
1095,117268483,ὁ,,,,,,,,,match,match,,,,False
1096,117268484,Κυνοκέφαλος,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1097,117268485,τὰ,,,,,,,,,match,match,,,,False
1098,117268486,αὐτὰ,,,,,,,,,match,match,,,,False
1099,117268487,τῶι,,,,,,,,,match,match,,,,False
1100,117268488,πιθήκωι,,,,,,,,,match,match,,,,False
1101,117268489,σημαίνει,,,,,,,,,match,match,,,,False
1102,117268490,,,,,,,,,,match,match,,,,False
1103,117268491,προστίθησι,,,,,,,,,match,match,,,,False
1104,117268492,δὲ,,,,,,,,,match,match,,,,False
1105,117268493,τοῖς,,,,,,,,,match,match,,,,False
1106,117268494,ἀποτελέσμασι,,,,,,,,,match,match,,,,False
1107,117268495,καὶ,,,,,,,,,match,match,,,,False
1108,117268496,νόσον,,,,,,,,,match,match,,,,False
1109,117268497,,,,,,,,,,match,match,,,,False
1110,117268498,ὡς,,,,,,,,,match,match,,,,False
1111,117268499,ἐπὶ,,,,,,,,,match,match,,,,False
1112,117268500,τὸ,,,,,,,,,match,match,,,,False
1113,117268501,πλεῖστον,,,,,,,,,match,match,,,,False
1114,117268502,τὴν,,,,,,,,,match,match,,,,False
1115,117268503,ἱερὰν,,,,,,,,,match,match,,,,False
1116,117268504,καλουμένην,,,,,,,,,match,match,,,,False
1117,117268505,·,,,,,,,,,match,match,,,,False
1118,nan,,,,,,,,,,match,match,,,,False
1119,119259660,οἱ,,,,,,,,,match,match,,,,False
1120,119259661,δὲ,,,,,,,,,match,match,,,,False
1121,119259662,τρίγωνον,,,,,,,,,match,match,,,,False
1122,119259663,,,,,,,,,,match,match,,,,False
1123,119259664,οἱ,,,,,,,,,match,match,,,,False
1124,119259665,δὲ,,,,,,,,,match,match,,,,False
1125,119259666,βούγλωσσυν,,,,,,,,,match,match,,,,False
1126,119259667,μέγα,,,,,,,,,match,match,,,,False
1127,119259668,καλοῦσιν,,,,,,,,,match,match,,,,False
1128,119259669,,,,,,,,,,match,match,,,,False
1129,119259670,Ῥωμαῖοι,B-GRP,,B-GRP,,,,B-GRP,,match,match,,,,False
1130,119259671,σπίνα,,,,,,,,,match,match,,,,False
1131,119259672,μόλλις,,,,,,,,,match,match,,,,False
1132,119259673,.,,,,,,,,,match,match,,,,False
1133,nan,,,,,,,,,,match,match,,,,False
1134,103412456,οὕτω,,,,,,,,,match,match,,,,False
1135,103412457,τοίνυν,,,,,,,,,match,match,,,,False
1136,103412458,περιφανῶς,,,,,,,,,match,match,,,,False
1137,103412459,παράνομα,,,,,,,,,match,match,,,,False
1138,103412460,γεγραφώς,,,,,,,,,match,match,,,,False
1139,103412461,,,,,,,,,,match,match,,,,False
1140,103412462,παραταχθεὶς,,,,,,,,,match,match,,,,False
1141,103412463,μετὰ,,,,,,,,,match,match,,,,False
1142,103412464,Δημοσθένους,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1143,103412465,ἐποίσει,,,,,,,,,match,match,,,,False
1144,103412466,τέχνας,,,,,,,,,match,match,,,,False
1145,103412467,τοῖς,,,,,,,,,match,match,,,,False
1146,103412468,νόμοις,,,,,,,,,match,match,,,,False
1147,103412469,·,,,,,,,,,match,match,,,,False
1148,nan,,,,,,,,,,match,match,,,,False
1149,nan,,,,,,,,,,match,match,,,,False
1150,100602244,πτανὸς,,,,,,,,,match,match,,,,False
1151,100602245,γὰρ,,,,,,,,,match,match,,,,False
1152,100602246,ἐν,,,,,,,,,match,match,,,,False
1153,100602247,κόλποις,,,,,,,,,match,match,,,,False
1154,100602248,σε,,,,,,,,,match,match,,,,False
1155,100602249,Λήδας,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1156,100602250,ἐτέκνωσε,,,,,,,,,match,match,,,,False
1157,100602251,πατήρ,,,,,,,,,match,match,,,,False
1158,100602252,.,,,,,,,,,match,match,,,,False
1159,nan,,,,,,,,,,match,match,,,,False
1160,113997295,Θαρσός,B-LOC,,O,,name?,,B-LOC,,no_match,match,To discuss,keep it as a difference; this is a different interpretation,,False
1161,113997296,δὲ,,,,,,,,,match,match,,,,False
1162,113997297,ἐκαλεῖτο,,,,,,,,,match,match,,,,False
1163,113997298,καὶ,,,,,,,,,match,match,,,,False
1164,113997299,Θαρσεῖς,B-GRP,,O,,name?,,B-GRP,,no_match,match,To discuss,keep it as a difference; this is a different interpretation,,False
1165,113997300,οἱ,,,,,,,,,match,match,,,,False
1166,113997301,Κίλικες,B-GRP,,B-GRP,,,,B-GRP,,match,match,Indeed GRP not LOC,,mistake,False
1167,113997302,,,,,,,,,,match,match,,,,False
1168,113997303,ὡς,,,,,,,,,match,match,,,,False
1169,113997304,Ἰώσηπος,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1170,113997305,ἐν,,,,,,,,,match,match,,,,False
1171,113997306,ἀρχαιολογίᾳ,,,,,,,,,match,match,,,,False
1172,113997307,.,,,,,,,,,match,match,,,,False
1173,nan,,,,,,,,,,match,match,,,,False
1174,107919622,καὶ,,,,,,,,,match,match,,,,False
1175,107919623,εἶπεν,,,,,,,,,match,match,,,,False
1176,107919624,ὁ,,,,,,,,,match,match,,,,False
1177,107919625,βασιλεὺς,,,,,,,,,match,match,,,,False
1178,107919626,πρὸς,,,,,,,,,match,match,,,,False
1179,107919627,Ἀβεσσαλώμ,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1180,107919628,·,,,,,,,,,match,match,,,,False
1181,nan,,,,,,,,,,match,match,,,,False
1182,114216313,Φιλόξενος,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1183,114216314,παρὰ,,,,,,,,,match,match,,,,False
1184,114216315,τὸ,,,,,,,,,match,match,,,,False
1185,114216316,τρῶ,,,,,,,,,match,match,,,,False
1186,114216317,τὸ,,,,,,,,,match,match,,,,False
1187,114216318,φοβοῦμαι,,,,,,,,,match,match,,,,False
1188,114216319,ῥηματικὸν,,,,,,,,,match,match,,,,False
1189,114216320,ὄνομα,,,,,,,,,match,match,,,,False
1190,114216321,τρεερός,,,,,,,,,match,match,,,,False
1191,114216322,ὡς,,,,,,,,,match,match,,,,False
1192,114216323,τήκω,,,,,,,,,match,match,,,,False
1193,114216324,τακερός,,,,,,,,,match,match,,,,False
1194,114216325,,,,,,,,,,match,match,,,,False
1195,114216326,σφάλλω,,,,,,,,,match,match,,,,False
1196,114216327,σφαλερός,,,,,,,,,match,match,,,,False
1197,114216328,καὶ,,,,,,,,,match,match,,,,False
1198,114216329,συναλοιφῇ,,,,,,,,,match,match,,,,False
1199,114216330,τῶν,,,,,,,,,match,match,,,,False
1200,114216331,δύο,,,,,,,,,match,match,,,,False
1201,114216332,ε̅ε̅,,,,,,,,,match,match,,,,False
1202,114216333,εἰς,,,,,,,,,match,match,,,,False
1203,114216334,η̅,,,,,,,,,match,match,,,,False
1204,114216335,τρηρός,,,,,,,,,match,match,,,,False
1205,114216336,καὶ,,,,,,,,,match,match,,,,False
1206,114216337,μετὰ,,,,,,,,,match,match,,,,False
1207,114216338,τοῦ,,,,,,,,,match,match,,,,False
1208,114216339,στερητικοῦ,,,,,,,,,match,match,,,,False
1209,114216340,α̅,,,,,,,,,match,match,,,,False
1210,114216341,ἀτρηρός,,,,,,,,,match,match,,,,False
1211,114216342,καὶ,,,,,,,,,match,match,,,,False
1212,114216343,τροπῇ,,,,,,,,,match,match,,,,False
1213,114216344,τοῦ,,,,,,,,,match,match,,,,False
1214,114216345,α̅,,,,,,,,,match,match,,,,False
1215,114216346,εἰς,,,,,,,,,match,match,,,,False
1216,114216347,ο̅,,,,,,,,,match,match,,,,False
1217,114216348,ὀτρηρός,,,,,,,,,match,match,,,,False
1218,114216349,.,,,,,,,,,match,match,,,,False
1219,nan,,,,,,,,,,match,match,,,,False
1220,114212603,καὶ,,,,,,,,,match,match,,,,False
1221,114212604,γὰρ,,,,,,,,,match,match,,,,False
1222,114212605,εἰς,,,,,,,,,match,match,,,,False
1223,114212606,τὴν,,,,,,,,,match,match,,,,False
1224,114212607,ο̅υ̅,,,,,,,,,match,match,,,,False
1225,114212608,δίφθογγον,,,,,,,,,match,match,,,,False
1226,114212609,,,,,,,,,,match,match,,,,False
1227,114212610,καὶ,,,,,,,,,match,match,,,,False
1228,114212611,παρὰ,,,,,,,,,match,match,,,,False
1229,114212612,τοῖς,,,,,,,,,match,match,,,,False
1230,114212613,Ἀθηναίοις,B-GRP,,B-GRP,,,,B-GRP,,match,match,,,,False
1231,114212614,οἷον,,,,,,,,,match,match,,,,False
1232,114212615,Δημοσθένεος,B-PER,,O,,example of word not name entity?,,B-PER,,no_match,match,"I was also unsure here, to discuss",keep it as a difference; this is a different interpretation,,False
1233,114212616,Δημοσθένους,B-PER,,O,,???,,B-PER,,no_match,match,"I was also unsure here, to discuss",keep it as a difference; this is a different interpretation,,False
1234,114212617,,,,,,,,,,match,match,,,,False
1235,114212618,εὐσεβέος,,,,,,,,,match,match,,,,False
1236,114212619,εὐσεβοῦς,,,,,,,,,match,match,,,,False
1237,114212620,·,,,,,,,,,match,match,,,,False
1238,nan,,,,,,,,,,match,match,,,,False
1239,106327951,"""",,,,,,,,,match,match,,,,False
1240,106327952,εὐηρέστησε,,,,,,,,,match,match,,,,False
1241,106327953,δὲ,,,,,,,,,match,match,,,,False
1242,106327954,Ἐνὼχ,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1243,106327955,τῷ,,,,,,,,,match,match,,,,False
1244,106327956,θεῷ,,,,,,,,,match,match,,,,False
1245,106327957,,,,,,,,,,match,match,,,,False
1246,106327958,καὶ,,,,,,,,,match,match,,,,False
1247,106327959,οὐχ,,,,,,,,,match,match,,,,False
1248,106327960,εὑρίσκετο,,,,,,,,,match,match,,,,False
1249,106327961,"""",,,,,,,,,match,match,,,,False
1250,106327962,.,,,,,,,,,match,match,,,,False
1251,nan,,,,,,,,,,match,match,,,,False
1252,108418670,τὸ,,,,,,,,,match,match,,,,False
1253,108418671,ἄρα,,,,,,,,,match,match,,,,False
1254,108418672,τριακοντάκις,,,,,,,,,match,match,,,,False
1255,108418673,ὑπὸ,,,,,,,,,match,match,,,,False
1256,108418674,ΓΔ,O,,O,,,,O,,match,match,,,,False
1257,108418675,,,,,,,,,,match,match,,,,False
1258,108418676,ΖΗ,O,,O,,,,O,,match,match,,,,False
1259,108418677,ἴσον,,,,,,,,,match,match,,,,False
1260,108418678,ἐστὶ,,,,,,,,,match,match,,,,False
1261,108418679,τῇ,,,,,,,,,match,match,,,,False
1262,108418680,τοῦ,,,,,,,,,match,match,,,,False
1263,108418681,δωδεκαέδρου,,,,,,,,,match,match,,,,False
1264,108418682,ἐπιφανείᾳ,,,,,,,,,match,match,,,,False
1265,108418683,.,,,,,,,,,match,match,,,,False
1266,nan,,,,,,,,,,match,match,,,,False
1267,nan,,,,,,,,,,match,match,,,,False
1268,114043794,"""",,,,,,,,,match,match,,,,False
1269,114043795,Θεράπναι,B-LOC,,B-LOC,,,,B-LOC,,match,match,,,,False
1270,114043796,"""",,,,,,,,,match,match,,,,False
1271,114043797,πόλις,,,,,,,,,match,match,,,,False
1272,114043798,Λακωνική,B-LOC,,B-LOC,,,,B-LOC,,match,match,,,,False
1273,114043799,,,,,,,,,,match,match,,,,False
1274,114043800,ἥν,,,,,,,,,match,match,,,,False
1275,114043801,τινες,,,,,,,,,match,match,,,,False
1276,114043802,Σπάρτην,B-LOC,,B-LOC,,,,B-LOC,,match,match,,,,False
1277,114043803,φασίν,,,,,,,,,match,match,,,,False
1278,114043804,,,,,,,,,,match,match,,,,False
1279,114043805,ἔστι,,,,,,,,,match,match,,,,False
1280,114043806,δὲ,,,,,,,,,match,match,,,,False
1281,114043807,τόπος,,,,,,,,,match,match,,,,False
1282,114043808,ἔχων,,,,,,,,,match,match,,,,False
1283,114043809,ναὸν,,,,,,,,,match,match,,,,False
1284,114043810,τῶν,,,,,,,,,match,match,,,,False
1285,114043811,Διοσκούρων,B-GRP,,B-GRP,,,,B-GRP,,match,match,,,,False
1286,114043812,διὰ,,,,,,,,,match,match,,,,False
1287,114043813,τὸ,,,,,,,,,match,match,,,,False
1288,114043814,ἐκεῖ,,,,,,,,,match,match,,,,False
1289,114043815,τούτους,,,,,,,,,match,match,,,,False
1290,114043816,τιμᾶσθαι,,,,,,,,,match,match,,,,False
1291,114043817,.,,,,,,,,,match,match,,,,False
1292,nan,,,,,,,,,,match,match,,,,False
1293,107907351,καὶ,,,,,,,,,match,match,,,,False
1294,107907352,ἐπέγνω,,,,,,,,,match,match,,,,False
1295,107907353,Σαοὺλ,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1296,107907354,τὴν,,,,,,,,,match,match,,,,False
1297,107907355,φωνὴν,,,,,,,,,match,match,,,,False
1298,107907356,Δαυὶδ,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1299,107907357,καὶ,,,,,,,,,match,match,,,,False
1300,107907358,εἶπεν,,,,,,,,,match,match,,,,False
1301,107907359,·,,,,,,,,,match,match,,,,False
1302,nan,,,,,,,,,,match,match,,,,False
1303,116414064,Πλάτων,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1304,116414065,δὲ,,,,,,,,,match,match,,,,False
1305,116414066,καὶ,,,,,,,,,match,match,,,,False
1306,116414067,σιμοπρόσωπον,,,,,,,,,match,match,,,,False
1307,116414068,εἴρηκεν,,,,,,,,,match,match,,,,False
1308,116414069,ἐφ’,,,,,,,,,match,match,,,,False
1309,116414070,ἵππου,,,,,,,,,match,match,,,,False
1310,116414071,.,,,,,,,,,match,match,,,,False
1311,nan,,,,,,,,,,match,match,,,,False
1312,114714064,ἐδόκουν,,,,,,,,,match,match,,,,False
1313,114714065,τὸν,,,,,,,,,match,match,,,,False
1314,114714066,Ἄλκιμον,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1315,114714067,τὸν,,,,,,,,,match,match,,,,False
1316,114714068,διοικητὴν,,,,,,,,,match,match,,,,False
1317,114714069,,,,,,,,,,match,match,,,,False
1318,114714070,ὃν,,,,,,,,,match,match,,,,False
1319,114714071,ἔπεμψα,,,,,,,,,match,match,,,,False
1320,114714072,τούτων,,,,,,,,,match,match,,,,False
1321,114714073,ἕνεκα,,,,,,,,,match,match,,,,False
1322,114714074,,,,,,,,,,match,match,,,,False
1323,114714075,ἐπανήκειν,,,,,,,,,match,match,,,,False
1324,114714076,,,,,,,,,,match,match,,,,False
1325,114714077,κομίζοντά,,,,,,,,,match,match,,,,False
1326,114714078,μοι,,,,,,,,,match,match,,,,False
1327,114714079,λόγον,,,,,,,,,match,match,,,,False
1328,114714080,Δημοσθένους,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1329,114714081,τὸν,,,,,,,,,match,match,,,,False
1330,114714082,ὑπὲρ,,,,,,,,,match,match,,,,False
1331,114714083,τοῦ,,,,,,,,,match,match,,,,False
1332,114714084,στεφάνου,,,,,,,,,match,match,,,,False
1333,114714085,,,,,,,,,,match,match,,,,False
1334,114714086,ἔχοντα,,,,,,,,,match,match,,,,False
1335,114714087,οὐχ,,,,,,,,,match,match,,,,False
1336,114714088,ὡς,,,,,,,,,match,match,,,,False
1337,114714089,νῦν,,,,,,,,,match,match,,,,False
1338,114714090,,,,,,,,,,match,match,,,,False
1339,114714091,ἀλλ’,,,,,,,,,match,match,,,,False
1340,114714092,ἑτέρως,,,,,,,,,match,match,,,,False
1341,114714093,γε,,,,,,,,,match,match,,,,False
1342,114714094,καὶ,,,,,,,,,match,match,,,,False
1343,114714095,καθ’,,,,,,,,,match,match,,,,False
1344,114714096,ἑτέραν,,,,,,,,,match,match,,,,False
1345,114714097,σύνθεσιν,,,,,,,,,match,match,,,,False
1346,114714098,.,,,,,,,,,match,match,,,,False
1347,nan,,,,,,,,,,match,match,,,,False
1348,107869133,οὐχὶ,,,,,,,,,match,match,,,,False
1349,107869134,ἐνετείλατο,,,,,,,,,match,match,,,,False
1350,107869135,Κύριος,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1351,107869136,ὁ,,,,,,,,,match,match,,,,False
1352,107869137,Θεὸς,I-PER,,I-PER,,,,I-PER,,match,match,,,,False
1353,107869138,Ἰσραήλ,I-PER,B-GRP,I-PER,B-GRP,,,I-PER,B-GRP,match,match,To discuss,mistake,,False
1354,107869139,σοι,,,,,,,,,match,match,,,,False
1355,107869140,καὶ,,,,,,,,,match,match,,,,False
1356,107869141,ἀπελεύσῃ,,,,,,,,,match,match,,,,False
1357,107869142,εἰς,,,,,,,,,match,match,,,,False
1358,107869143,ὄρος,,,B-LOC,,???,,B-LOC,,no_match,match,I did not in fact annotate 'mountain'  or 'river' or city anywhere.. To discuss,keep it as a difference; this is a different interpretation,,False
1359,107869144,Θαβὼρ,B-LOC,,I-LOC,,,,I-LOC,,no_match,match,I did not in fact annotate 'mountain'  or 'river' or city anywhere.. To discuss,keep it as a difference; this is a different interpretation,,False
1360,107869145,καὶ,,,,,,,,,match,match,,,,False
1361,107869146,λήψῃ,,,,,,,,,match,match,,,,False
1362,107869147,μετὰ,,,,,,,,,match,match,,,,False
1363,107869148,σεαυτοῦ,,,,,,,,,match,match,,,,False
1364,107869149,δέκα,,,,,,,,,match,match,,,,False
1365,107869150,χιλιάδας,,,,,,,,,match,match,,,,False
1366,107869151,ἀνδρῶν,,,,,,,,,match,match,,,,False
1367,107869152,ἐκ,,,,,,,,,match,match,,,,False
1368,107869153,τῶν,,,,,,,,,match,match,,,,False
1369,107869154,υἱῶν,,,,,,,,,match,match,,,,False
1370,107869155,Νεφθαλὶ,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1371,107869156,καὶ,,,,,,,,,match,match,,,,False
1372,107869157,ἐκ,,,,,,,,,match,match,,,,False
1373,107869158,τῶν,,,,,,,,,match,match,,,,False
1374,107869159,υἱῶν,,,,,,,,,match,match,,,,False
1375,107869160,Ζαβουλών,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1376,107869161,;,,,,,,,,,match,match,,,,False
1377,nan,,,,,,,,,,match,match,,,,False
1378,100377739,πολύν,,,,,,,,,match,match,,,,False
1379,100377740,τε,,,,,,,,,match,match,,,,False
1380,100377741,πόνον,,,,,,,,,match,match,,,,False
1381,100377742,παρασχόντες,,,,,,,,,match,match,,,,False
1382,100377743,ἀλλήλοις,,,,,,,,,match,match,,,,False
1383,100377744,καὶ,,,,,,,,,match,match,,,,False
1384,100377745,τραυματίσαντες,,,,,,,,,match,match,,,,False
1385,100377746,διεκρίθησαν,,,,,,,,,match,match,,,,False
1386,100377747,,,,,,,,,,match,match,,,,False
1387,100377748,καὶ,,,,,,,,,match,match,,,,False
1388,100377749,οἱ,,,,,,,,,match,match,,,,False
1389,100377750,Λακεδαιμόνιοι,B-GRP,,B-GRP,,,,B-GRP,,match,match,,,,False
1390,100377751,τὰς,,,,,,,,,match,match,,,,False
1391,100377752,κενὰς,,,,,,,,,match,match,,,,False
1392,100377753,ναῦς,,,,,,,,,match,match,,,,False
1393,100377754,πλὴν,,,,,,,,,match,match,,,,False
1394,100377755,τῶν,,,,,,,,,match,match,,,,False
1395,100377756,τὸ,,,,,,,,,match,match,,,,False
1396,100377757,πρῶτον,,,,,,,,,match,match,,,,False
1397,100377758,ληφθεισῶν,,,,,,,,,match,match,,,,False
1398,100377759,διέσωσαν,,,,,,,,,match,match,,,,False
1399,100377760,.,,,,,,,,,match,match,,,,False
1400,nan,,,,,,,,,,match,match,,,,False
1401,123866276,πῶς,,,,,,,,,match,match,,,,False
1402,123866277,δὲ,,,,,,,,,match,match,,,,False
1403,123866278,καὶ,,,,,,,,,match,match,,,,False
1404,123866279,τὴν,,,,,,,,,match,match,,,,False
1405,123866280,περιτομὴν,,,,,,,,,match,match,,,,False
1406,123866281,λέγων,,,,,,,,,match,match,,,,False
1407,123866282,κατατομὴν,,,,,,,,,match,match,,,,False
1408,123866283,αὐτὸς,,,,,,,,,match,match,,,,False
1409,123866284,ἐν,,,,,,,,,match,match,,,,False
1410,123866285,Λύστροις,B-LOC,,B-LOC,,,,B-LOC,,match,match,,,,False
1411,123866286,περιτέμνει,,,,,,,,,match,match,,,,False
1412,123866287,τινά,,,,,,,,,match,match,,,,False
1413,123866288,,,,,,,,,,match,match,,,,False
1414,123866289,Τιμόθεον,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
1415,123866290,,,,,,,,,,match,match,,,,False
1416,123866291,ὡς,,,,,,,,,match,match,,,,False
1417,123866292,αἱ,,,,,,,,,match,match,,,,False
1418,123866293,Πράξεις,O,,O,,,,O,,match,match,,,,False
1419,123866294,τῶν,,,,,,,,,match,match,,,,False
1420,123866295,ἀποστόλων,,,,,,,,,match,match,,,,False
1421,123866296,διδάσκουσιν,,,,,,,,,match,match,,,,False
1422,123866297,;,,,,,,,,,match,match,,,,False
1423,nan,,,,,,,,,,match,match,,,,False
1424,106043307,λόγος,,,,,,,,,match,match,,,,False
